,Item,Tag
26789,08/29/2023,dates
26790,01/18/2024,dates
26791,November 20 2022,dates
26792,10/04/2020,dates
26793,April 5 2024,dates
26794,Sep 23rd 2024,dates
26795,12/25/2021,dates
26796,January 16 2020,dates
26797,December 14 2023,dates
26798,13/02/2020,dates
26799,Dec 28th 2023,dates
26800,Oct 20th 2023,dates
26801,October 20 2021,dates
26802,01/15/2024,dates
26803,March 17 2024,dates
26804,03/19/2024,dates
26805,29/01/2022,dates
26806,18/11/2020,dates
26807,Jun 30th 2021,dates
26808,Jul 28th 2021,dates
26809,23/11/2023,dates
26810,Aug 31st 2023,dates
26811,May 2nd 2020,dates
26812,09/04/2021,dates
26813,Aug 19th 2023,dates
26814,04/08/2023,dates
26815,04/11/2021,dates
26816,Nov 16th 2022,dates
26817,Mar 31st 2020,dates
26818,December 26 2022,dates
26819,03/08/2020,dates
26820,Sep 24th 2021,dates
26821,06/21/2024,dates
26822,July 27 2022,dates
26823,01/03/2024,dates
26824,Jun 30th 2023,dates
26825,February 16 2024,dates
26826,November 18 2023,dates
26827,Aug 26th 2020,dates
26828,05/05/2024,dates
26829,22/11/2021,dates
26830,Mar 10th 2020,dates
26831,Jul 28th 2022,dates
26832,12/18/2020,dates
26833,04/19/2023,dates
26834,11/15/2020,dates
26835,Oct 22nd 2021,dates
26836,June 21 2020,dates
26837,Jun 13th 2020,dates
26838,23/03/2020,dates
26839,08/09/2021,dates
26840,Aug 10th 2023,dates
26841,March 10 2023,dates
26842,February 5 2021,dates
26843,06/02/2022,dates
26844,19/03/2024,dates
26845,Jan 28th 2020,dates
26846,05/21/2022,dates
26847,02/07/2024,dates
26848,02/22/2021,dates
26849,05/04/2023,dates
26850,01/19/2021,dates
26851,Aug 30th 2024,dates
26852,25/01/2021,dates
26853,06/06/2022,dates
26854,Dec 9th 2023,dates
26855,June 19 2022,dates
26856,Sep 29th 2020,dates
26857,July 1 2022,dates
26858,Jul 29th 2023,dates
26859,Jan 19th 2024,dates
26860,Oct 1st 2021,dates
26861,August 13 2023,dates
26862,17/06/2024,dates
26863,02/06/2022,dates
26864,09/24/2020,dates
26865,13/01/2022,dates
26866,Feb 3rd 2023,dates
26867,Sep 3rd 2020,dates
26868,20/09/2024,dates
26869,Jan 1st 2024,dates
26870,20/06/2022,dates
26871,Sep 17th 2023,dates
26872,September 10 2021,dates
26873,Dec 20th 2020,dates
26874,10/10/2021,dates
26875,October 31 2020,dates
26876,04/20/2024,dates
26877,15/07/2023,dates
26878,Jun 21st 2022,dates
26879,February 1 2021,dates
26880,January 22 2020,dates
26881,11/16/2021,dates
26882,15/05/2021,dates
26883,April 11 2024,dates
26884,July 23 2023,dates
26885,Mar 10th 2023,dates
26886,29/01/2021,dates
26887,07/14/2024,dates
26888,05/04/2022,dates
26889,Sep 10th 2024,dates
26890,Apr 25th 2024,dates
26891,April 24 2022,dates
26892,12/11/2020,dates
26893,06/13/2022,dates
26894,07/09/2020,dates
26895,02/16/2020,dates
26896,Jul 28th 2020,dates
26897,01/06/2023,dates
26898,06/10/2024,dates
26899,June 21 2023,dates
26900,December 9 2021,dates
26901,02/18/2022,dates
26902,Sep 17th 2023,dates
26903,01/13/2020,dates
26904,November 19 2023,dates
26905,11/28/2024,dates
26906,26/03/2022,dates
26907,11/09/2021,dates
26908,Oct 3rd 2022,dates
26909,March 4 2023,dates
26910,May 31st 2024,dates
26911,July 2 2020,dates
26912,Jan 25th 2022,dates
26913,Nov 26th 2020,dates
26914,September 29 2022,dates
26915,07/28/2021,dates
26916,December 7 2022,dates
26917,April 11 2021,dates
26918,Dec 12th 2023,dates
26919,November 6 2023,dates
26920,Aug 24th 2022,dates
26921,23/12/2023,dates
26922,09/04/2021,dates
26923,12/04/2021,dates
26924,20/08/2022,dates
26925,Dec 1st 2021,dates
26926,09/08/2024,dates
26927,03/06/2020,dates
26928,Aug 21st 2021,dates
26929,October 15 2022,dates
26930,30/01/2020,dates
26931,January 15 2020,dates
26932,Aug 14th 2024,dates
26933,Sep 14th 2023,dates
26934,06/07/2023,dates
26935,09/06/2020,dates
26936,April 29 2023,dates
26937,Oct 22nd 2020,dates
26938,August 21 2020,dates
26939,26/03/2021,dates
26940,Jan 4th 2024,dates
26941,Aug 8th 2020,dates
26942,Oct 14th 2024,dates
26943,09/28/2022,dates
26944,24/11/2020,dates
26945,Mar 18th 2020,dates
26946,10/04/2023,dates
26947,January 9 2023,dates
26948,March 24 2021,dates
26949,July 20 2023,dates
26950,11/16/2023,dates
26951,Jun 4th 2023,dates
26952,Dec 17th 2024,dates
26953,Nov 10th 2022,dates
26954,12/02/2023,dates
26955,Sep 20th 2020,dates
26956,01/18/2020,dates
26957,March 22 2020,dates
26958,Feb 14th 2023,dates
26959,December 11 2020,dates
26960,07/29/2020,dates
26961,23/01/2021,dates
26962,12/02/2024,dates
26963,Nov 30th 2024,dates
26964,31/01/2020,dates
26965,09/16/2020,dates
26966,Aug 16th 2023,dates
26967,Jul 8th 2024,dates
26968,06/30/2022,dates
26969,Oct 10th 2020,dates
26970,01/25/2022,dates
26971,January 19 2021,dates
26972,October 18 2023,dates
26973,Jun 12th 2021,dates
26974,20/12/2021,dates
26975,04/18/2021,dates
26976,June 23 2020,dates
26977,07/05/2024,dates
26978,Dec 17th 2021,dates
26979,25/08/2021,dates
26980,Feb 3rd 2024,dates
26981,May 31 2020,dates
26982,03/30/2024,dates
26983,11/12/2023,dates
26984,Jul 22nd 2020,dates
26985,07/10/2021,dates
26986,06/03/2023,dates
26987,06/02/2020,dates
26988,08/31/2020,dates
26989,Sep 19th 2023,dates
26990,08/24/2023,dates
26991,19/09/2021,dates
26992,March 3 2022,dates
26993,05/06/2021,dates
26994,11/21/2023,dates
26995,August 4 2021,dates
26996,September 26 2023,dates
26997,01/22/2024,dates
26998,13/10/2022,dates
26999,Jul 18th 2020,dates
27000,08/05/2020,dates
27001,June 19 2023,dates
27002,05/23/2024,dates
27003,October 31 2024,dates
27004,04/28/2024,dates
27005,13/07/2022,dates
27006,01/15/2023,dates
27007,March 31 2020,dates
27008,29/04/2021,dates
27009,04/09/2023,dates
27010,08/03/2024,dates
27011,Nov 12th 2022,dates
27012,Nov 26th 2020,dates
27013,March 10 2022,dates
27014,May 26th 2023,dates
27015,07/22/2021,dates
27016,01/03/2023,dates
27017,Sep 29th 2023,dates
27018,April 10 2022,dates
27019,Nov 27th 2023,dates
27020,Feb 24th 2021,dates
27021,Jul 12th 2021,dates
27022,Nov 8th 2021,dates
27023,April 14 2020,dates
27024,06/22/2021,dates
27025,04/08/2022,dates
27026,22/01/2022,dates
27027,August 13 2022,dates
27028,Mar 3rd 2021,dates
27029,09/26/2020,dates
27030,09/11/2020,dates
27031,13/05/2024,dates
27032,06/04/2020,dates
27033,04/02/2023,dates
27034,03/02/2020,dates
27035,20/08/2024,dates
27036,Feb 5th 2021,dates
27037,07/05/2022,dates
27038,28/06/2021,dates
27039,Jul 24th 2020,dates
27040,April 2 2021,dates
27041,07/31/2020,dates
27042,10/02/2021,dates
27043,May 4 2023,dates
27044,03/30/2021,dates
27045,Dec 5th 2024,dates
27046,01/18/2023,dates
27047,February 8 2021,dates
27048,March 9 2023,dates
27049,March 25 2021,dates
27050,11/18/2022,dates
27051,11/02/2023,dates
27052,10/02/2023,dates
27053,Dec 15th 2022,dates
27054,07/31/2021,dates
27055,Aug 15th 2023,dates
27056,27/05/2020,dates
27057,September 5 2022,dates
27058,Apr 9th 2021,dates
27059,January 11 2024,dates
27060,Jun 25th 2022,dates
27061,August 20 2024,dates
27062,November 16 2024,dates
27063,November 13 2023,dates
27064,January 1 2022,dates
27065,Jan 29th 2023,dates
27066,Aug 26th 2020,dates
27067,October 24 2023,dates
27068,Aug 29th 2022,dates
27069,August 14 2024,dates
27070,June 5 2021,dates
27071,12/19/2020,dates
27072,April 24 2022,dates
27073,08/29/2021,dates
27074,Dec 6th 2022,dates
27075,05/15/2023,dates
27076,Feb 22nd 2020,dates
27077,Jun 12th 2020,dates
27078,05/16/2024,dates
27079,12/02/2021,dates
27080,May 11 2021,dates
27081,Dec 17th 2020,dates
27082,February 2 2022,dates
27083,Jan 20th 2020,dates
27084,Jul 16th 2021,dates
27085,May 1 2021,dates
27086,Jun 24th 2022,dates
27087,27/07/2021,dates
27088,Apr 19th 2024,dates
27089,January 10 2020,dates
27090,14/09/2020,dates
27091,11/12/2024,dates
27092,10/22/2023,dates
27093,Jun 14th 2021,dates
27094,21/06/2021,dates
27095,10/12/2024,dates
27096,22/12/2023,dates
27097,April 4 2021,dates
27098,Jun 29th 2024,dates
27099,December 17 2024,dates
27100,June 17 2021,dates
27101,04/10/2023,dates
27102,03/27/2024,dates
27103,Dec 29th 2022,dates
27104,11/10/2022,dates
27105,03/02/2020,dates
27106,September 21 2020,dates
27107,Mar 5th 2022,dates
27108,02/08/2020,dates
27109,10/10/2021,dates
27110,07/26/2023,dates
27111,11/07/2022,dates
27112,March 31 2021,dates
27113,13/07/2022,dates
27114,10/06/2023,dates
27115,27/05/2022,dates
27116,Feb 13th 2020,dates
27117,May 31st 2020,dates
27118,05/19/2022,dates
27119,28/03/2020,dates
27120,Mar 21st 2020,dates
27121,July 15 2023,dates
27122,12/27/2023,dates
27123,15/01/2022,dates
27124,Mar 31st 2023,dates
27125,05/23/2023,dates
27126,06/13/2022,dates
27127,06/06/2021,dates
27128,23/01/2024,dates
27129,Feb 21st 2023,dates
27130,April 9 2023,dates
27131,11/06/2023,dates
27132,Dec 15th 2023,dates
27133,01/01/2021,dates
27134,Jul 10th 2023,dates
27135,14/08/2020,dates
27136,August 19 2022,dates
27137,12/24/2020,dates
27138,06/04/2024,dates
27139,April 25 2020,dates
27140,April 4 2024,dates
27141,September 13 2020,dates
27142,February 3 2022,dates
27143,Jun 5th 2023,dates
27144,Dec 10th 2024,dates
27145,May 8th 2023,dates
27146,03/09/2023,dates
27147,May 9 2023,dates
27148,Nov 3rd 2020,dates
27149,May 27 2023,dates
27150,12/07/2021,dates
27151,Dec 19th 2021,dates
27152,Feb 1st 2021,dates
27153,10/06/2022,dates
27154,04/09/2023,dates
27155,06/27/2022,dates
27156,September 26 2023,dates
27157,11/12/2022,dates
27158,06/07/2020,dates
27159,Oct 22nd 2020,dates
27160,Mar 30th 2022,dates
27161,December 25 2022,dates
27162,September 30 2024,dates
27163,29/05/2021,dates
27164,04/12/2024,dates
27165,Aug 19th 2021,dates
27166,Feb 29th 2024,dates
27167,12/23/2020,dates
27168,October 15 2022,dates
27169,23/08/2020,dates
27170,August 1 2022,dates
27171,October 28 2021,dates
27172,November 25 2023,dates
27173,24/06/2023,dates
27174,05/08/2022,dates
27175,12/03/2023,dates
27176,March 27 2021,dates
27177,10/23/2024,dates
27178,January 7 2024,dates
27179,November 25 2022,dates
27180,18/09/2021,dates
27181,06/13/2023,dates
27182,November 20 2023,dates
27183,12/21/2020,dates
27184,02/19/2022,dates
27185,30/11/2023,dates
27186,12/28/2024,dates
27187,03/18/2023,dates
27188,24/12/2021,dates
27189,Aug 13th 2023,dates
27190,September 6 2020,dates
27191,03/01/2021,dates
27192,July 16 2023,dates
27193,March 9 2021,dates
27194,November 30 2024,dates
27195,06/01/2023,dates
27196,July 8 2023,dates
27197,September 22 2024,dates
27198,07/05/2020,dates
27199,Jul 25th 2023,dates
27200,Sep 19th 2020,dates
27201,Aug 29th 2020,dates
27202,10/01/2020,dates
27203,February 20 2022,dates
27204,11/16/2024,dates
27205,10/09/2023,dates
27206,14/12/2022,dates
27207,October 12 2020,dates
27208,April 23 2020,dates
27209,April 15 2020,dates
27210,05/22/2024,dates
27211,03/09/2023,dates
27212,Jun 25th 2023,dates
27213,June 20 2021,dates
27214,12/02/2024,dates
27215,02/01/2021,dates
27216,December 1 2022,dates
27217,11/23/2023,dates
27218,20/01/2020,dates
27219,Mar 3rd 2020,dates
27220,Jun 15th 2022,dates
27221,April 8 2020,dates
27222,Nov 5th 2020,dates
27223,07/05/2023,dates
27224,Feb 9th 2024,dates
27225,03/02/2022,dates
27226,Apr 25th 2024,dates
27227,11/13/2020,dates
27228,May 24th 2024,dates
27229,07/13/2022,dates
27230,03/10/2020,dates
27231,Apr 13th 2024,dates
27232,Oct 3rd 2024,dates
27233,07/01/2022,dates
27234,Feb 17th 2023,dates
27235,05/09/2021,dates
27236,Jun 1st 2022,dates
27237,February 1 2020,dates
27238,08/10/2023,dates
27239,03/19/2021,dates
27240,November 9 2024,dates
27241,04/11/2023,dates
27242,Mar 5th 2021,dates
27243,02/04/2024,dates
27244,04/09/2023,dates
27245,04/07/2022,dates
27246,Apr 19th 2022,dates
27247,Jun 7th 2024,dates
27248,07/08/2022,dates
27249,13/08/2020,dates
27250,15/09/2022,dates
27251,08/05/2021,dates
27252,May 9th 2023,dates
27253,17/05/2023,dates
27254,04/20/2021,dates
27255,Oct 21st 2022,dates
27256,November 2 2024,dates
27257,23/06/2024,dates
27258,December 9 2022,dates
27259,11/03/2020,dates
27260,02/11/2023,dates
27261,10/16/2023,dates
27262,13/02/2024,dates
27263,February 22 2021,dates
27264,Mar 16th 2020,dates
27265,08/01/2021,dates
27266,Jun 1st 2022,dates
27267,24/01/2022,dates
27268,Oct 13th 2024,dates
27269,30/09/2023,dates
27270,Feb 19th 2020,dates
27271,August 17 2024,dates
27272,Feb 6th 2024,dates
27273,07/29/2020,dates
27274,09/20/2024,dates
27275,November 14 2022,dates
27276,January 24 2022,dates
27277,July 24 2021,dates
27278,Jul 3rd 2021,dates
27279,11/07/2021,dates
27280,Oct 26th 2024,dates
27281,25/10/2020,dates
27282,September 4 2022,dates
27283,02/26/2021,dates
27284,October 2 2020,dates
27285,Feb 19th 2023,dates
27286,December 22 2024,dates
27287,05/13/2023,dates
27288,09/08/2022,dates
27289,December 9 2021,dates
27290,11/05/2023,dates
27291,Oct 3rd 2020,dates
27292,Dec 19th 2023,dates
27293,July 19 2023,dates
27294,28/03/2024,dates
27295,March 15 2024,dates
27296,03/27/2023,dates
27297,Apr 11th 2022,dates
27298,01/18/2021,dates
27299,11/30/2021,dates
27300,Sep 1st 2023,dates
27301,Jul 10th 2022,dates
27302,07/09/2024,dates
27303,October 8 2024,dates
27304,04/06/2021,dates
27305,July 24 2021,dates
27306,March 3 2020,dates
27307,October 21 2021,dates
27308,Mar 13th 2023,dates
27309,Feb 5th 2021,dates
27310,December 7 2021,dates
27311,08/03/2024,dates
27312,27/12/2023,dates
27313,Sep 10th 2022,dates
27314,10/11/2021,dates
27315,04/18/2024,dates
27316,01/11/2024,dates
27317,Jul 10th 2024,dates
27318,Mar 13th 2021,dates
27319,06/20/2024,dates
27320,Jul 23rd 2023,dates
27321,November 9 2020,dates
27322,December 7 2021,dates
27323,12/06/2022,dates
27324,July 6 2022,dates
27325,23/05/2020,dates
27326,Mar 14th 2024,dates
27327,June 8 2024,dates
27328,September 30 2021,dates
27329,23/02/2020,dates
27330,Jun 19th 2021,dates
27331,04/11/2022,dates
27332,08/10/2022,dates
27333,Apr 28th 2023,dates
27334,11/12/2024,dates
27335,09/16/2021,dates
27336,Aug 1st 2020,dates
27337,Jul 29th 2020,dates
27338,02/11/2022,dates
27339,07/20/2023,dates
27340,08/14/2022,dates
27341,December 17 2023,dates
27342,Aug 30th 2021,dates
27343,09/03/2020,dates
27344,Jul 3rd 2024,dates
27345,August 1 2024,dates
27346,15/04/2022,dates
27347,09/26/2022,dates
27348,Jun 13th 2023,dates
27349,07/03/2021,dates
27350,19/08/2021,dates
27351,December 11 2020,dates
27352,October 28 2022,dates
27353,01/31/2022,dates
27354,19/01/2024,dates
27355,14/01/2024,dates
27356,Jun 17th 2024,dates
27357,27/06/2023,dates
27358,Jan 30th 2022,dates
27359,Sep 8th 2024,dates
27360,April 13 2023,dates
27361,June 12 2024,dates
27362,02/07/2023,dates
27363,05/13/2021,dates
27364,18/06/2023,dates
27365,Feb 18th 2024,dates
27366,Jun 25th 2021,dates
27367,July 25 2021,dates
27368,September 10 2022,dates
27369,31/05/2021,dates
27370,07/07/2022,dates
27371,07/04/2020,dates
27372,10/12/2020,dates
27373,12/11/2023,dates
27374,April 21 2023,dates
27375,12/15/2021,dates
27376,09/12/2023,dates
27377,08/01/2021,dates
27378,26/09/2023,dates
27379,Jul 9th 2022,dates
27380,September 19 2021,dates
27381,Dec 4th 2024,dates
27382,January 6 2023,dates
27383,08/11/2021,dates
27384,Feb 7th 2024,dates
27385,24/05/2020,dates
27386,05/29/2024,dates
27387,Oct 31st 2021,dates
27388,14/08/2021,dates
27389,02/04/2021,dates
27390,25/04/2024,dates
27391,05/10/2022,dates
27392,April 26 2024,dates
27393,May 15th 2022,dates
27394,07/14/2024,dates
27395,06/05/2024,dates
27396,April 8 2023,dates
27397,05/19/2022,dates
27398,31/05/2020,dates
27399,24/09/2021,dates
27400,Aug 31st 2022,dates
27401,22/10/2022,dates
27402,29/09/2023,dates
27403,10/17/2024,dates
27404,11/02/2021,dates
27405,Oct 12th 2021,dates
27406,11/05/2022,dates
27407,Aug 21st 2020,dates
27408,15/02/2023,dates
27409,17/07/2021,dates
27410,12/01/2024,dates
27411,04/29/2023,dates
27412,July 11 2021,dates
27413,24/01/2022,dates
27414,Dec 29th 2023,dates
27415,03/07/2024,dates
27416,May 15th 2020,dates
27417,July 15 2021,dates
27418,Nov 20th 2021,dates
27419,September 2 2024,dates
27420,02/20/2023,dates
27421,09/25/2022,dates
27422,Sep 22nd 2022,dates
27423,25/07/2024,dates
27424,Jul 11th 2021,dates
27425,May 4 2021,dates
27426,17/07/2024,dates
27427,September 4 2023,dates
27428,Jan 11th 2021,dates
27429,28/07/2020,dates
27430,02/05/2022,dates
27431,14/08/2024,dates
27432,November 2 2022,dates
27433,21/06/2021,dates
27434,04/06/2020,dates
27435,22/06/2024,dates
27436,09/11/2021,dates
27437,04/20/2021,dates
27438,01/11/2020,dates
27439,Sep 25th 2022,dates
27440,14/02/2021,dates
27441,13/12/2023,dates
27442,May 5 2022,dates
27443,15/01/2024,dates
27444,21/02/2022,dates
27445,12/12/2022,dates
27446,01/12/2023,dates
27447,08/04/2024,dates
27448,07/27/2023,dates
27449,04/20/2024,dates
27450,October 20 2021,dates
27451,23/02/2021,dates
27452,27/07/2021,dates
27453,February 28 2020,dates
27454,Dec 4th 2023,dates
27455,17/09/2023,dates
27456,Mar 19th 2021,dates
27457,03/16/2024,dates
27458,06/02/2024,dates
27459,10/31/2023,dates
27460,01/05/2023,dates
27461,Oct 10th 2021,dates
27462,May 27 2023,dates
27463,09/10/2023,dates
27464,Oct 9th 2021,dates
27465,March 12 2021,dates
27466,April 24 2022,dates
27467,Jul 28th 2021,dates
27468,12/29/2022,dates
27469,Apr 9th 2024,dates
27470,Jun 22nd 2021,dates
27471,January 7 2024,dates
27472,29/11/2020,dates
27473,Dec 6th 2022,dates
27474,July 20 2022,dates
27475,January 21 2020,dates
27476,January 2 2023,dates
27477,Jun 3rd 2020,dates
27478,10/28/2020,dates
27479,08/04/2023,dates
27480,23/07/2024,dates
27481,Apr 17th 2021,dates
27482,12/13/2020,dates
27483,06/11/2022,dates
27484,January 29 2021,dates
27485,September 10 2021,dates
27486,Jan 14th 2020,dates
27487,May 26 2024,dates
27488,September 22 2023,dates
27489,September 5 2021,dates
27490,05/15/2023,dates
27491,December 25 2021,dates
27492,19/10/2024,dates
27493,December 8 2023,dates
27494,July 5 2021,dates
27495,April 26 2021,dates
27496,Feb 26th 2022,dates
27497,20/04/2023,dates
27498,12/22/2023,dates
27499,June 8 2023,dates
27500,04/17/2023,dates
27501,August 3 2023,dates
27502,27/10/2022,dates
27503,Mar 1st 2021,dates
27504,Aug 22nd 2024,dates
27505,11/10/2022,dates
27506,11/03/2022,dates
27507,04/07/2024,dates
27508,Jul 18th 2021,dates
27509,11/05/2021,dates
27510,Sep 21st 2021,dates
27511,26/11/2024,dates
27512,Sep 5th 2021,dates
27513,April 20 2021,dates
27514,April 7 2023,dates
27515,June 30 2020,dates
27516,Mar 7th 2023,dates
27517,April 7 2020,dates
27518,02/06/2024,dates
27519,04/02/2021,dates
27520,November 2 2021,dates
27521,August 8 2022,dates
27522,June 1 2024,dates
27523,June 10 2024,dates
27524,October 3 2022,dates
27525,July 5 2020,dates
27526,04/11/2022,dates
27527,12/08/2023,dates
27528,August 15 2021,dates
27529,09/15/2023,dates
27530,February 10 2022,dates
27531,09/17/2020,dates
27532,28/03/2020,dates
27533,03/07/2022,dates
27534,Nov 24th 2023,dates
27535,03/23/2024,dates
27536,06/23/2023,dates
27537,23/07/2021,dates
27538,08/16/2022,dates
27539,Apr 4th 2021,dates
27540,May 22nd 2024,dates
27541,March 29 2024,dates
27542,Sep 11th 2020,dates
27543,01/22/2022,dates
27544,09/30/2021,dates
27545,15/10/2024,dates
27546,07/12/2023,dates
27547,June 9 2021,dates
27548,10/21/2021,dates
27549,July 5 2020,dates
27550,04/02/2021,dates
27551,05/16/2022,dates
27552,05/30/2021,dates
27553,12/21/2024,dates
27554,05/08/2020,dates
27555,Sep 20th 2023,dates
27556,02/09/2023,dates
27557,25/10/2021,dates
27558,09/15/2022,dates
27559,12/23/2020,dates
27560,12/16/2021,dates
27561,10/02/2020,dates
27562,November 28 2023,dates
27563,January 31 2020,dates
27564,05/26/2021,dates
27565,06/08/2020,dates
27566,July 1 2021,dates
27567,25/02/2024,dates
27568,07/24/2021,dates
27569,Aug 22nd 2020,dates
27570,Jan 4th 2023,dates
27571,04/22/2021,dates
27572,October 8 2020,dates
27573,Jan 21st 2022,dates
27574,24/06/2023,dates
27575,July 3 2023,dates
27576,10/09/2022,dates
27577,01/03/2023,dates
27578,Dec 18th 2021,dates
27579,05/09/2024,dates
27580,12/04/2020,dates
27581,October 2 2024,dates
27582,24/11/2021,dates
27583,Aug 25th 2022,dates
27584,08/21/2023,dates
27585,26/08/2021,dates
27586,09/08/2022,dates
27587,03/05/2023,dates
27588,Dec 22nd 2020,dates
27589,August 11 2022,dates
27590,September 8 2021,dates
27591,Mar 2nd 2022,dates
27592,Sep 13th 2020,dates
27593,09/03/2024,dates
27594,02/25/2020,dates
27595,November 25 2023,dates
27596,Mar 14th 2020,dates
27597,11/08/2020,dates
27598,November 12 2024,dates
27599,September 15 2021,dates
27600,March 20 2021,dates
27601,May 15 2020,dates
27602,05/25/2024,dates
27603,06/26/2023,dates
27604,09/21/2024,dates
27605,09/06/2023,dates
27606,04/27/2024,dates
27607,Dec 11th 2023,dates
27608,October 14 2023,dates
27609,May 5th 2023,dates
27610,21/10/2023,dates
27611,March 16 2020,dates
27612,March 10 2023,dates
27613,June 4 2022,dates
27614,09/15/2022,dates
27615,November 10 2024,dates
27616,11/01/2022,dates
27617,11/19/2021,dates
27618,05/06/2024,dates
27619,Aug 3rd 2023,dates
27620,Jan 19th 2023,dates
27621,11/06/2023,dates
27622,July 29 2022,dates
27623,Dec 20th 2023,dates
27624,Nov 23rd 2022,dates
27625,Dec 26th 2022,dates
27626,06/21/2021,dates
27627,February 14 2021,dates
27628,June 22 2020,dates
27629,27/12/2022,dates
27630,June 22 2022,dates
27631,Nov 8th 2023,dates
27632,23/12/2024,dates
27633,January 25 2021,dates
27634,04/17/2022,dates
27635,04/06/2022,dates
27636,February 27 2024,dates
27637,Dec 30th 2024,dates
27638,24/08/2020,dates
27639,September 5 2020,dates
27640,14/12/2020,dates
27641,October 3 2020,dates
27642,Nov 16th 2020,dates
27643,Jan 21st 2021,dates
27644,10/27/2020,dates
27645,February 17 2021,dates
27646,23/09/2021,dates
27647,30/05/2021,dates
27648,October 26 2020,dates
27649,April 20 2024,dates
27650,15/01/2024,dates
27651,05/03/2022,dates
27652,Dec 2nd 2020,dates
27653,June 29 2022,dates
27654,Jun 25th 2022,dates
27655,May 20 2020,dates
27656,11/04/2023,dates
27657,Apr 30th 2022,dates
27658,06/27/2023,dates
27659,09/11/2020,dates
27660,13/11/2021,dates
27661,Jun 26th 2020,dates
27662,March 30 2022,dates
27663,01/08/2022,dates
27664,September 27 2020,dates
27665,June 20 2020,dates
27666,Sep 3rd 2024,dates
27667,February 4 2024,dates
27668,09/08/2021,dates
27669,May 7 2024,dates
27670,02/28/2021,dates
27671,October 5 2023,dates
27672,06/23/2024,dates
27673,09/21/2022,dates
27674,April 4 2022,dates
27675,April 16 2024,dates
27676,February 6 2023,dates
27677,Mar 18th 2022,dates
27678,25/03/2020,dates
27679,July 26 2023,dates
27680,Sep 14th 2024,dates
27681,Aug 25th 2020,dates
27682,Dec 23rd 2023,dates
27683,Dec 1st 2024,dates
27684,November 1 2022,dates
27685,November 10 2022,dates
27686,06/04/2023,dates
27687,January 31 2022,dates
27688,12/02/2020,dates
27689,04/30/2020,dates
27690,July 16 2022,dates
27691,24/11/2022,dates
27692,10/24/2023,dates
27693,10/03/2023,dates
27694,Feb 6th 2021,dates
27695,October 22 2021,dates
27696,November 15 2021,dates
27697,11/09/2024,dates
27698,Jun 11th 2021,dates
27699,June 13 2023,dates
27700,07/25/2020,dates
27701,August 27 2022,dates
27702,January 17 2023,dates
27703,25/04/2020,dates
27704,February 24 2023,dates
27705,April 1 2024,dates
27706,Jul 18th 2024,dates
27707,04/16/2023,dates
27708,Apr 10th 2021,dates
27709,05/14/2020,dates
27710,Nov 21st 2024,dates
27711,07/17/2023,dates
27712,Dec 11th 2021,dates
27713,12/05/2020,dates
27714,Jan 25th 2021,dates
27715,18/08/2020,dates
27716,December 7 2024,dates
27717,27/05/2023,dates
27718,Sep 21st 2023,dates
27719,29/05/2020,dates
27720,July 17 2021,dates
27721,10/28/2023,dates
27722,Feb 20th 2022,dates
27723,Nov 28th 2024,dates
27724,05/06/2022,dates
27725,Aug 11th 2023,dates
27726,Feb 24th 2020,dates
27727,April 11 2021,dates
27728,July 15 2021,dates
27729,August 13 2022,dates
27730,05/03/2022,dates
27731,Nov 1st 2020,dates
27732,24/01/2024,dates
27733,Apr 26th 2023,dates
27734,05/28/2022,dates
27735,March 3 2020,dates
27736,Aug 23rd 2022,dates
27737,Dec 30th 2022,dates
27738,02/03/2024,dates
27739,05/04/2022,dates
27740,08/28/2021,dates
27741,Jun 24th 2023,dates
27742,26/08/2023,dates
27743,16/10/2021,dates
27744,Jan 23rd 2021,dates
27745,13/09/2022,dates
27746,22/02/2023,dates
27747,09/08/2023,dates
27748,08/12/2023,dates
27749,20/07/2022,dates
27750,09/18/2024,dates
27751,May 2 2023,dates
27752,August 21 2024,dates
27753,September 28 2022,dates
27754,Oct 21st 2022,dates
27755,03/02/2024,dates
27756,Sep 10th 2023,dates
27757,25/02/2024,dates
27758,01/31/2021,dates
27759,Oct 17th 2024,dates
27760,19/04/2022,dates
27761,May 24 2022,dates
27762,06/26/2024,dates
27763,08/28/2022,dates
27764,10/05/2021,dates
27765,August 31 2023,dates
27766,December 17 2021,dates
27767,02/18/2022,dates
27768,Feb 6th 2021,dates
27769,Feb 8th 2020,dates
27770,September 25 2020,dates
27771,10/26/2021,dates
27772,December 14 2022,dates
27773,02/07/2024,dates
27774,Aug 18th 2024,dates
27775,02/28/2023,dates
27776,04/10/2020,dates
27777,Mar 27th 2023,dates
27778,November 2 2023,dates
27779,06/15/2022,dates
27780,May 5 2024,dates
27781,Jan 9th 2022,dates
27782,03/15/2020,dates
27783,June 27 2023,dates
27784,May 12th 2024,dates
27785,March 11 2020,dates
27786,12/10/2024,dates
27787,22/03/2022,dates
27788,June 30 2023,dates
27789,Sep 6th 2021,dates
27790,January 6 2022,dates
27791,November 21 2020,dates
27792,Jul 19th 2022,dates
27793,17/10/2022,dates
27794,September 5 2024,dates
27795,02/26/2023,dates
27796,Oct 4th 2024,dates
27797,October 31 2024,dates
27798,12/14/2024,dates
27799,Aug 28th 2021,dates
27800,06/12/2022,dates
27801,09/08/2022,dates
27802,06/17/2020,dates
